E.coli./09.fa.txt_orf00002 D.turgidum./08.fa.txt_orf01736
E.coli./09.fa.txt_orf01628_rev D.turgidum./08.fa.txt_orf01666_rev
E.coli./09.fa.txt_orf01629 D.turgidum./08.fa.txt_orf01195
E.coli./09.fa.txt_orf01630 D.turgidum./08.fa.txt_orf00382_rev
E.coli./09.fa.txt_orf01631 D.turgidum./08.fa.txt_orf01805
E.coli./09.fa.txt_orf01632_rev D.turgidum./08.fa.txt_orf01877
E.coli./09.fa.txt_orf01633_rev D.turgidum./08.fa.txt_orf01133
E.coli./09.fa.txt_orf01635 D.turgidum./08.fa.txt_orf01132
E.coli./09.fa.txt_orf01636 D.turgidum./08.fa.txt_orf00757
E.coli./09.fa.txt_orf01638 D.turgidum./08.fa.txt_orf01902
E.coli./09.fa.txt_orf01639_rev D.turgidum./08.fa.txt_orf00742
E.coli./09.fa.txt_orf01640_rev D.turgidum./08.fa.txt_orf01373_rev
E.coli./09.fa.txt_orf01642_rev D.turgidum./08.fa.txt_orf00113
E.coli./09.fa.txt_orf01643_rev D.turgidum./08.fa.txt_orf00826
E.coli./09.fa.txt_orf01645_rev D.turgidum./08.fa.txt_orf01017_rev
E.coli./09.fa.txt_orf01646 D.turgidum./08.fa.txt_orf00768
E.coli./09.fa.txt_orf01648 D.turgidum./08.fa.txt_orf00900
E.coli./09.fa.txt_orf01651_rev D.turgidum./08.fa.txt_orf02240_rev
E.coli./09.fa.txt_orf01653_rev D.turgidum./08.fa.txt_orf00825
E.coli./09.fa.txt_orf01654 D.turgidum./08.fa.txt_orf00540
E.coli./09.fa.txt_orf01656_rev D.turgidum./08.fa.txt_orf01006
E.coli./09.fa.txt_orf01658 D.turgidum./08.fa.txt_orf00862_rev
E.coli./09.fa.txt_orf01659 D.turgidum./08.fa.txt_orf01315
E.coli./09.fa.txt_orf01660 D.turgidum./08.fa.txt_orf01175
E.coli./09.fa.txt_orf01661 D.turgidum./08.fa.txt_orf01957
E.coli./09.fa.txt_orf01663_rev D.turgidum./08.fa.txt_orf02005_rev
E.coli./09.fa.txt_orf01664_rev D.turgidum./08.fa.txt_orf00634
E.coli./09.fa.txt_orf01666_rev D.turgidum./08.fa.txt_orf01805
E.coli./09.fa.txt_orf01667_rev D.turgidum./08.fa.txt_orf00070
E.coli./09.fa.txt_orf01668 D.turgidum./08.fa.txt_orf00234
E.coli./09.fa.txt_orf01669_rev D.turgidum./08.fa.txt_orf00957
E.coli./09.fa.txt_orf01672 D.turgidum./08.fa.txt_orf00246_rev
E.coli./09.fa.txt_orf01674 D.turgidum./08.fa.txt_orf00073_rev
E.coli./09.fa.txt_orf01675 D.turgidum./08.fa.txt_orf00941
E.coli./09.fa.txt_orf01676 D.turgidum./08.fa.txt_orf01081
E.coli./09.fa.txt_orf01677 D.turgidum./08.fa.txt_orf00755
E.coli./09.fa.txt_orf01678 D.turgidum./08.fa.txt_orf00623
E.coli./09.fa.txt_orf01680_rev D.turgidum./08.fa.txt_orf00101_rev
E.coli./09.fa.txt_orf01682_rev D.turgidum./08.fa.txt_orf00188_rev
E.coli./09.fa.txt_orf01683 D.turgidum./08.fa.txt_orf00373
E.coli./09.fa.txt_orf01685 D.turgidum./08.fa.txt_orf02212
E.coli./09.fa.txt_orf01686 D.turgidum./08.fa.txt_orf01782_rev
E.coli./09.fa.txt_orf01688_rev D.turgidum./08.fa.txt_orf01170
E.coli./09.fa.txt_orf01689 D.turgidum./08.fa.txt_orf00524_rev
E.coli./09.fa.txt_orf01690 D.turgidum./08.fa.txt_orf00757
E.coli./09.fa.txt_orf01692 D.turgidum./08.fa.txt_orf00290
E.coli./09.fa.txt_orf01694_rev D.turgidum./08.fa.txt_orf00560
E.coli./09.fa.txt_orf01696 D.turgidum./08.fa.txt_orf00476
E.coli./09.fa.txt_orf01697 D.turgidum./08.fa.txt_orf01916
E.coli./09.fa.txt_orf01698 D.turgidum./08.fa.txt_orf01111_rev
E.coli./09.fa.txt_orf01700 D.turgidum./08.fa.txt_orf00103
E.coli./09.fa.txt_orf01701 D.turgidum./08.fa.txt_orf00889_rev
E.coli./09.fa.txt_orf01702 D.turgidum./08.fa.txt_orf01190
E.coli./09.fa.txt_orf01703_rev D.turgidum./08.fa.txt_orf02254
E.coli./09.fa.txt_orf01704_rev D.turgidum./08.fa.txt_orf01709_rev
E.coli./09.fa.txt_orf01705 D.turgidum./08.fa.txt_orf01052
E.coli./09.fa.txt_orf01706 D.turgidum./08.fa.txt_orf00378
E.coli./09.fa.txt_orf01707_rev D.turgidum./08.fa.txt_orf00143
E.coli./09.fa.txt_orf01709_rev D.turgidum./08.fa.txt_orf00310
E.coli./09.fa.txt_orf01711_rev D.turgidum./08.fa.txt_orf01640
E.coli./09.fa.txt_orf01712_rev D.turgidum./08.fa.txt_orf01148
E.coli./09.fa.txt_orf01715_rev D.turgidum./08.fa.txt_orf01753_rev
E.coli./09.fa.txt_orf01717_rev D.turgidum./08.fa.txt_orf00959_rev
E.coli./09.fa.txt_orf01718 D.turgidum./08.fa.txt_orf01001_rev
E.coli./09.fa.txt_orf01720_rev D.turgidum./08.fa.txt_orf00630
E.coli./09.fa.txt_orf01721_rev D.turgidum./08.fa.txt_orf00427_rev
E.coli./09.fa.txt_orf01722 D.turgidum./08.fa.txt_orf02141_rev
E.coli./09.fa.txt_orf01723_rev D.turgidum./08.fa.txt_orf00078_rev
E.coli./09.fa.txt_orf01724_rev D.turgidum./08.fa.txt_orf00023
E.coli./09.fa.txt_orf01725_rev D.turgidum./08.fa.txt_orf01141
E.coli./09.fa.txt_orf01726_rev D.turgidum./08.fa.txt_orf01185
E.coli./09.fa.txt_orf01728_rev D.turgidum./08.fa.txt_orf02033
E.coli./09.fa.txt_orf01729_rev D.turgidum./08.fa.txt_orf02154_rev
E.coli./09.fa.txt_orf01730_rev D.turgidum./08.fa.txt_orf00776
E.coli./09.fa.txt_orf01731 D.turgidum./08.fa.txt_orf02101
E.coli./09.fa.txt_orf01732 D.turgidum./08.fa.txt_orf01681_rev
E.coli./09.fa.txt_orf01733 D.turgidum./08.fa.txt_orf01133
E.coli./09.fa.txt_orf01734 D.turgidum./08.fa.txt_orf00279
E.coli./09.fa.txt_orf01736 D.turgidum./08.fa.txt_orf02266_rev
E.coli./09.fa.txt_orf01737 D.turgidum./08.fa.txt_orf00194_rev
E.coli./09.fa.txt_orf01738 D.turgidum./08.fa.txt_orf00978_rev
E.coli./09.fa.txt_orf01739 D.turgidum./08.fa.txt_orf00162_rev
E.coli./09.fa.txt_orf01740 D.turgidum./08.fa.txt_orf01678_rev
E.coli./09.fa.txt_orf01742 D.turgidum./08.fa.txt_orf00788
E.coli./09.fa.txt_orf01743 D.turgidum./08.fa.txt_orf00965_rev
E.coli./09.fa.txt_orf01746 D.turgidum./08.fa.txt_orf00332
E.coli./09.fa.txt_orf01747 D.turgidum./08.fa.txt_orf01678_rev
E.coli./09.fa.txt_orf01748 D.turgidum./08.fa.txt_orf00370_rev
E.coli./09.fa.txt_orf01749 D.turgidum./08.fa.txt_orf01162_rev
E.coli./09.fa.txt_orf01750 D.turgidum./08.fa.txt_orf02202
E.coli./09.fa.txt_orf01751 D.turgidum./08.fa.txt_orf00162_rev
E.coli./09.fa.txt_orf01754 D.turgidum./08.fa.txt_orf01696_rev
E.coli./09.fa.txt_orf01756 D.turgidum./08.fa.txt_orf01093_rev
E.coli./09.fa.txt_orf01757 D.turgidum./08.fa.txt_orf01959_rev
E.coli./09.fa.txt_orf01758 D.turgidum./08.fa.txt_orf01129
E.coli./09.fa.txt_orf01760 D.turgidum./08.fa.txt_orf02006_rev
E.coli./09.fa.txt_orf01761 D.turgidum./08.fa.txt_orf00183_rev
E.coli./09.fa.txt_orf01762 D.turgidum./08.fa.txt_orf01389
E.coli./09.fa.txt_orf01764 D.turgidum./08.fa.txt_orf02235_rev
E.coli./09.fa.txt_orf01766 D.turgidum./08.fa.txt_orf00486_rev
E.coli./09.fa.txt_orf01767 D.turgidum./08.fa.txt_orf01888_rev
E.coli./09.fa.txt_orf01769 D.turgidum./08.fa.txt_orf02129_rev
E.coli./09.fa.txt_orf01770 D.turgidum./08.fa.txt_orf02013
E.coli./09.fa.txt_orf01771 D.turgidum./08.fa.txt_orf00467
E.coli./09.fa.txt_orf01773 D.turgidum./08.fa.txt_orf01827_rev
E.coli./09.fa.txt_orf01775_rev D.turgidum./08.fa.txt_orf01160
E.coli./09.fa.txt_orf01776_rev D.turgidum./08.fa.txt_orf01207_rev
E.coli./09.fa.txt_orf01777_rev D.turgidum./08.fa.txt_orf01950_rev
E.coli./09.fa.txt_orf01779_rev D.turgidum./08.fa.txt_orf00542
E.coli./09.fa.txt_orf01780 D.turgidum./08.fa.txt_orf01865_rev
E.coli./09.fa.txt_orf01782_rev D.turgidum./08.fa.txt_orf01029
E.coli./09.fa.txt_orf01784 D.turgidum./08.fa.txt_orf02021_rev
E.coli./09.fa.txt_orf01785 D.turgidum./08.fa.txt_orf00893_rev
E.coli./09.fa.txt_orf01786 D.turgidum./08.fa.txt_orf00289
E.coli./09.fa.txt_orf01788 D.turgidum./08.fa.txt_orf00854
E.coli./09.fa.txt_orf01791 D.turgidum./08.fa.txt_orf02162_rev
E.coli./09.fa.txt_orf01792 D.turgidum./08.fa.txt_orf01183
E.coli./09.fa.txt_orf01793_rev D.turgidum./08.fa.txt_orf00068
E.coli./09.fa.txt_orf01794_rev D.turgidum./08.fa.txt_orf01521
E.coli./09.fa.txt_orf01795_rev D.turgidum./08.fa.txt_orf01439
E.coli./09.fa.txt_orf01796 D.turgidum./08.fa.txt_orf01995_rev
E.coli./09.fa.txt_orf01797 D.turgidum./08.fa.txt_orf00298_rev
E.coli./09.fa.txt_orf01798 D.turgidum./08.fa.txt_orf01820_rev
E.coli./09.fa.txt_orf01799 D.turgidum./08.fa.txt_orf00725
E.coli./09.fa.txt_orf01800_rev D.turgidum./08.fa.txt_orf01603
E.coli./09.fa.txt_orf01801_rev D.turgidum./08.fa.txt_orf00757
E.coli./09.fa.txt_orf01802_rev D.turgidum./08.fa.txt_orf01408
E.coli./09.fa.txt_orf01803 D.turgidum./08.fa.txt_orf01238
E.coli./09.fa.txt_orf01804_rev D.turgidum./08.fa.txt_orf01947_rev
E.coli./09.fa.txt_orf01805_rev D.turgidum./08.fa.txt_orf01657
E.coli./09.fa.txt_orf01806 D.turgidum./08.fa.txt_orf00999
E.coli./09.fa.txt_orf01807_rev D.turgidum./08.fa.txt_orf00870
E.coli./09.fa.txt_orf01808_rev D.turgidum./08.fa.txt_orf01109_rev
E.coli./09.fa.txt_orf01809_rev D.turgidum./08.fa.txt_orf00928_rev
E.coli./09.fa.txt_orf01812_rev D.turgidum./08.fa.txt_orf00496_rev
E.coli./09.fa.txt_orf01813_rev D.turgidum./08.fa.txt_orf00206_rev
E.coli./09.fa.txt_orf01814_rev D.turgidum./08.fa.txt_orf00324
E.coli./09.fa.txt_orf01815_rev D.turgidum./08.fa.txt_orf02156_rev
E.coli./09.fa.txt_orf01816_rev D.turgidum./08.fa.txt_orf01237_rev
E.coli./09.fa.txt_orf01818 D.turgidum./08.fa.txt_orf00182_rev
E.coli./09.fa.txt_orf01819 D.turgidum./08.fa.txt_orf00778
E.coli./09.fa.txt_orf01821 D.turgidum./08.fa.txt_orf01066
E.coli./09.fa.txt_orf01822 D.turgidum./08.fa.txt_orf00749
E.coli./09.fa.txt_orf01824_rev D.turgidum./08.fa.txt_orf01085
E.coli./09.fa.txt_orf01825_rev D.turgidum./08.fa.txt_orf00974
E.coli./09.fa.txt_orf01828_rev D.turgidum./08.fa.txt_orf01370
E.coli./09.fa.txt_orf01830 D.turgidum./08.fa.txt_orf00970_rev
E.coli./09.fa.txt_orf01831 D.turgidum./08.fa.txt_orf00210_rev
E.coli./09.fa.txt_orf01832 D.turgidum./08.fa.txt_orf00793_rev
E.coli./09.fa.txt_orf01833 D.turgidum./08.fa.txt_orf01730
E.coli./09.fa.txt_orf01834 D.turgidum./08.fa.txt_orf01875
E.coli./09.fa.txt_orf01835 D.turgidum./08.fa.txt_orf00598_rev
E.coli./09.fa.txt_orf01838 D.turgidum./08.fa.txt_orf00343
E.coli./09.fa.txt_orf01839 D.turgidum./08.fa.txt_orf00968_rev
E.coli./09.fa.txt_orf01840 D.turgidum./08.fa.txt_orf01644
E.coli./09.fa.txt_orf01841 D.turgidum./08.fa.txt_orf00893_rev
E.coli./09.fa.txt_orf01842 D.turgidum./08.fa.txt_orf01463
E.coli./09.fa.txt_orf01845_rev D.turgidum./08.fa.txt_orf01762_rev
E.coli./09.fa.txt_orf01848 D.turgidum./08.fa.txt_orf02283_rev
E.coli./09.fa.txt_orf01850 D.turgidum./08.fa.txt_orf00986_rev
E.coli./09.fa.txt_orf01851_rev D.turgidum./08.fa.txt_orf01777_rev
E.coli./09.fa.txt_orf01852 D.turgidum./08.fa.txt_orf01143
E.coli./09.fa.txt_orf01853 D.turgidum./08.fa.txt_orf01193
E.coli./09.fa.txt_orf01854 D.turgidum./08.fa.txt_orf01829
E.coli./09.fa.txt_orf01857 D.turgidum./08.fa.txt_orf01194
E.coli./09.fa.txt_orf01859 D.turgidum./08.fa.txt_orf01195
E.coli./09.fa.txt_orf01860 D.turgidum./08.fa.txt_orf01196
E.coli./09.fa.txt_orf01861 D.turgidum./08.fa.txt_orf01197
E.coli./09.fa.txt_orf01862 D.turgidum./08.fa.txt_orf01199
E.coli./09.fa.txt_orf01863 D.turgidum./08.fa.txt_orf01727
E.coli./09.fa.txt_orf01864 D.turgidum./08.fa.txt_orf01118
E.coli./09.fa.txt_orf01865 D.turgidum./08.fa.txt_orf01023
E.coli./09.fa.txt_orf01866 D.turgidum./08.fa.txt_orf01025
E.coli./09.fa.txt_orf01867 D.turgidum./08.fa.txt_orf01552_rev
E.coli./09.fa.txt_orf01868 D.turgidum./08.fa.txt_orf01403
E.coli./09.fa.txt_orf01870_rev D.turgidum./08.fa.txt_orf01290
E.coli./09.fa.txt_orf01872 D.turgidum./08.fa.txt_orf01508_rev
E.coli./09.fa.txt_orf01873 D.turgidum./08.fa.txt_orf00587_rev
E.coli./09.fa.txt_orf01874 D.turgidum./08.fa.txt_orf00587_rev
E.coli./09.fa.txt_orf01875 D.turgidum./08.fa.txt_orf01471
E.coli./09.fa.txt_orf01876 D.turgidum./08.fa.txt_orf00386
E.coli./09.fa.txt_orf01877 D.turgidum./08.fa.txt_orf01383
E.coli./09.fa.txt_orf01879 D.turgidum./08.fa.txt_orf00245_rev
E.coli./09.fa.txt_orf01880 D.turgidum./08.fa.txt_orf00749
E.coli./09.fa.txt_orf01881_rev D.turgidum./08.fa.txt_orf00073_rev
E.coli./09.fa.txt_orf01882 D.turgidum./08.fa.txt_orf00042_rev
E.coli./09.fa.txt_orf01883_rev D.turgidum./08.fa.txt_orf01493_rev
E.coli./09.fa.txt_orf01886_rev D.turgidum./08.fa.txt_orf01902
E.coli./09.fa.txt_orf01887_rev D.turgidum./08.fa.txt_orf01352
E.coli./09.fa.txt_orf01888 D.turgidum./08.fa.txt_orf01082
E.coli./09.fa.txt_orf01889 D.turgidum./08.fa.txt_orf01077
E.coli./09.fa.txt_orf01891 D.turgidum./08.fa.txt_orf01082
E.coli./09.fa.txt_orf01892 D.turgidum./08.fa.txt_orf01411
E.coli./09.fa.txt_orf01893 D.turgidum./08.fa.txt_orf00214
E.coli./09.fa.txt_orf01894_rev D.turgidum./08.fa.txt_orf01768_rev
E.coli./09.fa.txt_orf01895_rev D.turgidum./08.fa.txt_orf00853
E.coli./09.fa.txt_orf01896_rev D.turgidum./08.fa.txt_orf01165
E.coli./09.fa.txt_orf01897_rev D.turgidum./08.fa.txt_orf00697
E.coli./09.fa.txt_orf01898_rev D.turgidum./08.fa.txt_orf00693
E.coli./09.fa.txt_orf01899_rev D.turgidum./08.fa.txt_orf00692
E.coli./09.fa.txt_orf01900_rev D.turgidum./08.fa.txt_orf02098
E.coli./09.fa.txt_orf01901 D.turgidum./08.fa.txt_orf01708_rev
E.coli./09.fa.txt_orf01902_rev D.turgidum./08.fa.txt_orf01271
E.coli./09.fa.txt_orf01903_rev D.turgidum./08.fa.txt_orf00719
E.coli./09.fa.txt_orf01904_rev D.turgidum./08.fa.txt_orf00718
E.coli./09.fa.txt_orf01907_rev D.turgidum./08.fa.txt_orf01800_rev
E.coli./09.fa.txt_orf01908_rev D.turgidum./08.fa.txt_orf00560
E.coli./09.fa.txt_orf01910_rev D.turgidum./08.fa.txt_orf00902
E.coli./09.fa.txt_orf01911_rev D.turgidum./08.fa.txt_orf01804
E.coli./09.fa.txt_orf01912_rev D.turgidum./08.fa.txt_orf01851_rev
E.coli./09.fa.txt_orf01915 D.turgidum./08.fa.txt_orf01505
E.coli./09.fa.txt_orf01917_rev D.turgidum./08.fa.txt_orf01185
E.coli./09.fa.txt_orf01918_rev D.turgidum./08.fa.txt_orf01817_rev
E.coli./09.fa.txt_orf01920_rev D.turgidum./08.fa.txt_orf01241
E.coli./09.fa.txt_orf01921 D.turgidum./08.fa.txt_orf00797_rev
E.coli./09.fa.txt_orf01922 D.turgidum./08.fa.txt_orf00364
E.coli./09.fa.txt_orf01923 D.turgidum./08.fa.txt_orf01067
E.coli./09.fa.txt_orf01924 D.turgidum./08.fa.txt_orf01382
E.coli./09.fa.txt_orf01926 D.turgidum./08.fa.txt_orf01123
E.coli./09.fa.txt_orf01927 D.turgidum./08.fa.txt_orf01747
E.coli./09.fa.txt_orf01929 D.turgidum./08.fa.txt_orf00426_rev
E.coli./09.fa.txt_orf01930_rev D.turgidum./08.fa.txt_orf01928_rev
E.coli./09.fa.txt_orf01931_rev D.turgidum./08.fa.txt_orf00101_rev
E.coli./09.fa.txt_orf01932_rev D.turgidum./08.fa.txt_orf01415
E.coli./09.fa.txt_orf01933 D.turgidum./08.fa.txt_orf00260
E.coli./09.fa.txt_orf01934 D.turgidum./08.fa.txt_orf00350
E.coli./09.fa.txt_orf01936_rev D.turgidum./08.fa.txt_orf01769_rev
E.coli./09.fa.txt_orf01937_rev D.turgidum./08.fa.txt_orf01771_rev
E.coli./09.fa.txt_orf01938_rev D.turgidum./08.fa.txt_orf01772_rev
E.coli./09.fa.txt_orf01939 D.turgidum./08.fa.txt_orf01293
E.coli./09.fa.txt_orf01940_rev D.turgidum./08.fa.txt_orf00341
E.coli./09.fa.txt_orf01941 D.turgidum./08.fa.txt_orf01700_rev
E.coli./09.fa.txt_orf01943 D.turgidum./08.fa.txt_orf00531
E.coli./09.fa.txt_orf01944 D.turgidum./08.fa.txt_orf02225
E.coli./09.fa.txt_orf01945_rev D.turgidum./08.fa.txt_orf01731
E.coli./09.fa.txt_orf01947_rev D.turgidum./08.fa.txt_orf01293
E.coli./09.fa.txt_orf01948_rev D.turgidum./08.fa.txt_orf02195_rev
E.coli./09.fa.txt_orf01949 D.turgidum./08.fa.txt_orf00027
E.coli./09.fa.txt_orf01950 D.turgidum./08.fa.txt_orf02030_rev
E.coli./09.fa.txt_orf01951_rev D.turgidum./08.fa.txt_orf00570
E.coli./09.fa.txt_orf01952_rev D.turgidum./08.fa.txt_orf00529
E.coli./09.fa.txt_orf01953 D.turgidum./08.fa.txt_orf00669_rev
E.coli./09.fa.txt_orf01954_rev D.turgidum./08.fa.txt_orf02106_rev
E.coli./09.fa.txt_orf01955 D.turgidum./08.fa.txt_orf02248
E.coli./09.fa.txt_orf01956 D.turgidum./08.fa.txt_orf01888_rev
E.coli./09.fa.txt_orf01957 D.turgidum./08.fa.txt_orf01293
E.coli./09.fa.txt_orf01959_rev D.turgidum./08.fa.txt_orf01195
E.coli./09.fa.txt_orf01960_rev D.turgidum./08.fa.txt_orf01001_rev
E.coli./09.fa.txt_orf01961 D.turgidum./08.fa.txt_orf01716_rev
E.coli./09.fa.txt_orf01962_rev D.turgidum./08.fa.txt_orf01222_rev
E.coli./09.fa.txt_orf01963 D.turgidum./08.fa.txt_orf01121
E.coli./09.fa.txt_orf01965 D.turgidum./08.fa.txt_orf01111_rev
E.coli./09.fa.txt_orf01967_rev D.turgidum./08.fa.txt_orf02156_rev
E.coli./09.fa.txt_orf01969_rev D.turgidum./08.fa.txt_orf00840
E.coli./09.fa.txt_orf01970_rev D.turgidum./08.fa.txt_orf00363
E.coli./09.fa.txt_orf01971_rev D.turgidum./08.fa.txt_orf00230_rev
E.coli./09.fa.txt_orf01972 D.turgidum./08.fa.txt_orf00972
E.coli./09.fa.txt_orf01973_rev D.turgidum./08.fa.txt_orf00411_rev
E.coli./09.fa.txt_orf01974 D.turgidum./08.fa.txt_orf01806
E.coli./09.fa.txt_orf01975_rev D.turgidum./08.fa.txt_orf01600
E.coli./09.fa.txt_orf01977_rev D.turgidum./08.fa.txt_orf01901
E.coli./09.fa.txt_orf01978 D.turgidum./08.fa.txt_orf00071_rev
E.coli./09.fa.txt_orf01980_rev D.turgidum./08.fa.txt_orf01927_rev
E.coli./09.fa.txt_orf01982_rev D.turgidum./08.fa.txt_orf01019
E.coli./09.fa.txt_orf01984_rev D.turgidum./08.fa.txt_orf01881
E.coli./09.fa.txt_orf01985_rev D.turgidum./08.fa.txt_orf01817_rev
E.coli./09.fa.txt_orf01986 D.turgidum./08.fa.txt_orf01334
E.coli./09.fa.txt_orf01987 D.turgidum./08.fa.txt_orf01041
E.coli./09.fa.txt_orf01989 D.turgidum./08.fa.txt_orf01042
E.coli./09.fa.txt_orf01990 D.turgidum./08.fa.txt_orf01552_rev
E.coli./09.fa.txt_orf01992 D.turgidum./08.fa.txt_orf02208
E.coli./09.fa.txt_orf01993 D.turgidum./08.fa.txt_orf01338
E.coli./09.fa.txt_orf01996_rev D.turgidum./08.fa.txt_orf02065
E.coli./09.fa.txt_orf01998_rev D.turgidum./08.fa.txt_orf02065
E.coli./09.fa.txt_orf02000_rev D.turgidum./08.fa.txt_orf02065
E.coli./09.fa.txt_orf02001_rev D.turgidum./08.fa.txt_orf01090_rev
E.coli./09.fa.txt_orf02002 D.turgidum./08.fa.txt_orf01418
E.coli./09.fa.txt_orf02003 D.turgidum./08.fa.txt_orf01081
E.coli./09.fa.txt_orf02004_rev D.turgidum./08.fa.txt_orf00681
E.coli./09.fa.txt_orf02005 D.turgidum./08.fa.txt_orf01601_rev
E.coli./09.fa.txt_orf02006_rev D.turgidum./08.fa.txt_orf00314
E.coli./09.fa.txt_orf02007_rev D.turgidum./08.fa.txt_orf00311
E.coli./09.fa.txt_orf02009 D.turgidum./08.fa.txt_orf01671_rev
E.coli./09.fa.txt_orf02010 D.turgidum./08.fa.txt_orf00171_rev
E.coli./09.fa.txt_orf02014 D.turgidum./08.fa.txt_orf01924_rev
E.coli./09.fa.txt_orf02015 D.turgidum./08.fa.txt_orf00956
E.coli./09.fa.txt_orf02017 D.turgidum./08.fa.txt_orf00081
E.coli./09.fa.txt_orf02018_rev D.turgidum./08.fa.txt_orf01794_rev
E.coli./09.fa.txt_orf02019_rev D.turgidum./08.fa.txt_orf00210_rev
E.coli./09.fa.txt_orf02020 D.turgidum./08.fa.txt_orf01162_rev
E.coli./09.fa.txt_orf02022 D.turgidum./08.fa.txt_orf00419
E.coli./09.fa.txt_orf02023 D.turgidum./08.fa.txt_orf02047_rev
E.coli./09.fa.txt_orf02025_rev D.turgidum./08.fa.txt_orf01814_rev
E.coli./09.fa.txt_orf02026 D.turgidum./08.fa.txt_orf01039
E.coli./09.fa.txt_orf02027_rev D.turgidum./08.fa.txt_orf01052
E.coli./09.fa.txt_orf02028_rev D.turgidum./08.fa.txt_orf00265_rev
E.coli./09.fa.txt_orf02030_rev D.turgidum./08.fa.txt_orf00554
E.coli./09.fa.txt_orf02034_rev D.turgidum./08.fa.txt_orf02052
E.coli./09.fa.txt_orf02035 D.turgidum./08.fa.txt_orf01098
E.coli./09.fa.txt_orf02036_rev D.turgidum./08.fa.txt_orf01661_rev
E.coli./09.fa.txt_orf02037 D.turgidum./08.fa.txt_orf01433
E.coli./09.fa.txt_orf02038 D.turgidum./08.fa.txt_orf01434
E.coli./09.fa.txt_orf02039 D.turgidum./08.fa.txt_orf01435
E.coli./09.fa.txt_orf02041 D.turgidum./08.fa.txt_orf01467
E.coli./09.fa.txt_orf02043 D.turgidum./08.fa.txt_orf01468
E.coli./09.fa.txt_orf02044_rev D.turgidum./08.fa.txt_orf00802_rev
E.coli./09.fa.txt_orf02045_rev D.turgidum./08.fa.txt_orf01379
E.coli./09.fa.txt_orf02046_rev D.turgidum./08.fa.txt_orf00426_rev
E.coli./09.fa.txt_orf02047_rev D.turgidum./08.fa.txt_orf00444_rev
E.coli./09.fa.txt_orf02048 D.turgidum./08.fa.txt_orf01146
E.coli./09.fa.txt_orf02050_rev D.turgidum./08.fa.txt_orf00885_rev
E.coli./09.fa.txt_orf02051_rev D.turgidum./08.fa.txt_orf01727
E.coli./09.fa.txt_orf02053_rev D.turgidum./08.fa.txt_orf00485_rev
E.coli./09.fa.txt_orf02055 D.turgidum./08.fa.txt_orf02078_rev
E.coli./09.fa.txt_orf02056_rev D.turgidum./08.fa.txt_orf00437_rev
E.coli./09.fa.txt_orf02057_rev D.turgidum./08.fa.txt_orf01096
E.coli./09.fa.txt_orf02060_rev D.turgidum./08.fa.txt_orf00311
E.coli./09.fa.txt_orf02062 D.turgidum./08.fa.txt_orf00903
E.coli./09.fa.txt_orf02063 D.turgidum./08.fa.txt_orf00942
E.coli./09.fa.txt_orf02064_rev D.turgidum./08.fa.txt_orf00928_rev
E.coli./09.fa.txt_orf02065_rev D.turgidum./08.fa.txt_orf01290
E.coli./09.fa.txt_orf02066_rev D.turgidum./08.fa.txt_orf01640
E.coli./09.fa.txt_orf02068 D.turgidum./08.fa.txt_orf01107
E.coli./09.fa.txt_orf02070 D.turgidum./08.fa.txt_orf00947_rev
E.coli./09.fa.txt_orf02071 D.turgidum./08.fa.txt_orf00408
E.coli./09.fa.txt_orf02072 D.turgidum./08.fa.txt_orf00756_rev
E.coli./09.fa.txt_orf02074 D.turgidum./08.fa.txt_orf02027_rev
E.coli./09.fa.txt_orf02075_rev D.turgidum./08.fa.txt_orf00947_rev
E.coli./09.fa.txt_orf02077 D.turgidum./08.fa.txt_orf01672_rev
E.coli./09.fa.txt_orf02079 D.turgidum./08.fa.txt_orf02053_rev
E.coli./09.fa.txt_orf02080 D.turgidum./08.fa.txt_orf00976_rev
E.coli./09.fa.txt_orf02081 D.turgidum./08.fa.txt_orf02112
E.coli./09.fa.txt_orf02082 D.turgidum./08.fa.txt_orf01643
E.coli./09.fa.txt_orf02083 D.turgidum./08.fa.txt_orf00672_rev
E.coli./09.fa.txt_orf02084_rev D.turgidum./08.fa.txt_orf01233_rev
E.coli./09.fa.txt_orf02085_rev D.turgidum./08.fa.txt_orf00296
E.coli./09.fa.txt_orf02086 D.turgidum./08.fa.txt_orf00851
E.coli./09.fa.txt_orf02087 D.turgidum./08.fa.txt_orf01498
E.coli./09.fa.txt_orf02089 D.turgidum./08.fa.txt_orf01702_rev
E.coli./09.fa.txt_orf02092 D.turgidum./08.fa.txt_orf01244
E.coli./09.fa.txt_orf02095 D.turgidum./08.fa.txt_orf02002_rev
E.coli./09.fa.txt_orf02098 D.turgidum./08.fa.txt_orf01731
E.coli./09.fa.txt_orf02100 D.turgidum./08.fa.txt_orf00640
E.coli./09.fa.txt_orf02101 D.turgidum./08.fa.txt_orf01515_rev
E.coli./09.fa.txt_orf02102 D.turgidum./08.fa.txt_orf00319_rev
E.coli./09.fa.txt_orf02103 D.turgidum./08.fa.txt_orf00692
E.coli./09.fa.txt_orf02105 D.turgidum./08.fa.txt_orf00932
E.coli./09.fa.txt_orf02106 D.turgidum./08.fa.txt_orf00951
E.coli./09.fa.txt_orf02108 D.turgidum./08.fa.txt_orf02093_rev
