E.coli./09.fa.txt_orf00002 Synechocystis./18.fa.txt_orf01331_rev
E.coli./09.fa.txt_orf01518_rev Synechocystis./18.fa.txt_orf00333
E.coli./09.fa.txt_orf01519_rev Synechocystis./18.fa.txt_orf03438
E.coli./09.fa.txt_orf01520_rev Synechocystis./18.fa.txt_orf04715
E.coli./09.fa.txt_orf01521_rev Synechocystis./18.fa.txt_orf04024_rev
E.coli./09.fa.txt_orf01522_rev Synechocystis./18.fa.txt_orf00921_rev
E.coli./09.fa.txt_orf01523_rev Synechocystis./18.fa.txt_orf03205_rev
E.coli./09.fa.txt_orf01524_rev Synechocystis./18.fa.txt_orf01067_rev
E.coli./09.fa.txt_orf01525_rev Synechocystis./18.fa.txt_orf03320_rev
E.coli./09.fa.txt_orf01526_rev Synechocystis./18.fa.txt_orf04051
E.coli./09.fa.txt_orf01527_rev Synechocystis./18.fa.txt_orf02358_rev
E.coli./09.fa.txt_orf01529_rev Synechocystis./18.fa.txt_orf03812_rev
E.coli./09.fa.txt_orf01530_rev Synechocystis./18.fa.txt_orf03421
E.coli./09.fa.txt_orf01532_rev Synechocystis./18.fa.txt_orf04111_rev
E.coli./09.fa.txt_orf01534_rev Synechocystis./18.fa.txt_orf04454
E.coli./09.fa.txt_orf01535_rev Synechocystis./18.fa.txt_orf03997
E.coli./09.fa.txt_orf01536_rev Synechocystis./18.fa.txt_orf05170_rev
E.coli./09.fa.txt_orf01537 Synechocystis./18.fa.txt_orf00138
E.coli./09.fa.txt_orf01539 Synechocystis./18.fa.txt_orf03265_rev
E.coli./09.fa.txt_orf01540 Synechocystis./18.fa.txt_orf02670
E.coli./09.fa.txt_orf01541 Synechocystis./18.fa.txt_orf02725_rev
E.coli./09.fa.txt_orf01543 Synechocystis./18.fa.txt_orf03694_rev
E.coli./09.fa.txt_orf01545 Synechocystis./18.fa.txt_orf04482_rev
E.coli./09.fa.txt_orf01546 Synechocystis./18.fa.txt_orf04068_rev
E.coli./09.fa.txt_orf01547 Synechocystis./18.fa.txt_orf02054_rev
E.coli./09.fa.txt_orf01548 Synechocystis./18.fa.txt_orf03467_rev
E.coli./09.fa.txt_orf01549 Synechocystis./18.fa.txt_orf04611_rev
E.coli./09.fa.txt_orf01551 Synechocystis./18.fa.txt_orf00459
E.coli./09.fa.txt_orf01552 Synechocystis./18.fa.txt_orf01630
E.coli./09.fa.txt_orf01553 Synechocystis./18.fa.txt_orf01905_rev
E.coli./09.fa.txt_orf01554 Synechocystis./18.fa.txt_orf04967
E.coli./09.fa.txt_orf01555 Synechocystis./18.fa.txt_orf01184_rev
E.coli./09.fa.txt_orf01556 Synechocystis./18.fa.txt_orf01708_rev
E.coli./09.fa.txt_orf01558_rev Synechocystis./18.fa.txt_orf01948_rev
E.coli./09.fa.txt_orf01561 Synechocystis./18.fa.txt_orf01658
E.coli./09.fa.txt_orf01563 Synechocystis./18.fa.txt_orf00331_rev
E.coli./09.fa.txt_orf01565 Synechocystis./18.fa.txt_orf03273
E.coli./09.fa.txt_orf01567 Synechocystis./18.fa.txt_orf03303
E.coli./09.fa.txt_orf01568 Synechocystis./18.fa.txt_orf01981_rev
E.coli./09.fa.txt_orf01570 Synechocystis./18.fa.txt_orf04710
E.coli./09.fa.txt_orf01571 Synechocystis./18.fa.txt_orf02876_rev
E.coli./09.fa.txt_orf01572 Synechocystis./18.fa.txt_orf04325_rev
E.coli./09.fa.txt_orf01573 Synechocystis./18.fa.txt_orf03930_rev
E.coli./09.fa.txt_orf01574 Synechocystis./18.fa.txt_orf00726_rev
E.coli./09.fa.txt_orf01575 Synechocystis./18.fa.txt_orf04594_rev
E.coli./09.fa.txt_orf01577 Synechocystis./18.fa.txt_orf01636
E.coli./09.fa.txt_orf01580 Synechocystis./18.fa.txt_orf01106
E.coli./09.fa.txt_orf01581 Synechocystis./18.fa.txt_orf01016
E.coli./09.fa.txt_orf01582 Synechocystis./18.fa.txt_orf02401_rev
E.coli./09.fa.txt_orf01583 Synechocystis./18.fa.txt_orf04758
E.coli./09.fa.txt_orf01584 Synechocystis./18.fa.txt_orf03254_rev
E.coli./09.fa.txt_orf01585 Synechocystis./18.fa.txt_orf03426
E.coli./09.fa.txt_orf01587 Synechocystis./18.fa.txt_orf03773
E.coli./09.fa.txt_orf01588 Synechocystis./18.fa.txt_orf02912_rev
E.coli./09.fa.txt_orf01589 Synechocystis./18.fa.txt_orf00104
E.coli./09.fa.txt_orf01590 Synechocystis./18.fa.txt_orf02998_rev
E.coli./09.fa.txt_orf01591 Synechocystis./18.fa.txt_orf01707
E.coli./09.fa.txt_orf01593 Synechocystis./18.fa.txt_orf00820_rev
E.coli./09.fa.txt_orf01594 Synechocystis./18.fa.txt_orf00709_rev
E.coli./09.fa.txt_orf01595_rev Synechocystis./18.fa.txt_orf02434_rev
E.coli./09.fa.txt_orf01597_rev Synechocystis./18.fa.txt_orf00364
E.coli./09.fa.txt_orf01598_rev Synechocystis./18.fa.txt_orf02765
E.coli./09.fa.txt_orf01600_rev Synechocystis./18.fa.txt_orf04930
E.coli./09.fa.txt_orf01601_rev Synechocystis./18.fa.txt_orf00480
E.coli./09.fa.txt_orf01603_rev Synechocystis./18.fa.txt_orf00880
E.coli./09.fa.txt_orf01604_rev Synechocystis./18.fa.txt_orf02175_rev
E.coli./09.fa.txt_orf01605_rev Synechocystis./18.fa.txt_orf04820
E.coli./09.fa.txt_orf01606 Synechocystis./18.fa.txt_orf02751
E.coli./09.fa.txt_orf01608_rev Synechocystis./18.fa.txt_orf00906_rev
E.coli./09.fa.txt_orf01609 Synechocystis./18.fa.txt_orf01910_rev
E.coli./09.fa.txt_orf01611 Synechocystis./18.fa.txt_orf03756_rev
E.coli./09.fa.txt_orf01612 Synechocystis./18.fa.txt_orf00752
E.coli./09.fa.txt_orf01615 Synechocystis./18.fa.txt_orf02861
E.coli./09.fa.txt_orf01617 Synechocystis./18.fa.txt_orf00653
E.coli./09.fa.txt_orf01618 Synechocystis./18.fa.txt_orf04923
E.coli./09.fa.txt_orf01620 Synechocystis./18.fa.txt_orf04765_rev
E.coli./09.fa.txt_orf01621_rev Synechocystis./18.fa.txt_orf02480_rev
E.coli./09.fa.txt_orf01622_rev Synechocystis./18.fa.txt_orf00550
E.coli./09.fa.txt_orf01623_rev Synechocystis./18.fa.txt_orf04240_rev
E.coli./09.fa.txt_orf01624_rev Synechocystis./18.fa.txt_orf02053
E.coli./09.fa.txt_orf01626 Synechocystis./18.fa.txt_orf02414_rev
E.coli./09.fa.txt_orf01627_rev Synechocystis./18.fa.txt_orf03412
E.coli./09.fa.txt_orf01628_rev Synechocystis./18.fa.txt_orf01837_rev
E.coli./09.fa.txt_orf01629 Synechocystis./18.fa.txt_orf02908
E.coli./09.fa.txt_orf01630 Synechocystis./18.fa.txt_orf03217
E.coli./09.fa.txt_orf01631 Synechocystis./18.fa.txt_orf04364_rev
E.coli./09.fa.txt_orf01632_rev Synechocystis./18.fa.txt_orf03292
E.coli./09.fa.txt_orf01633_rev Synechocystis./18.fa.txt_orf04729_rev
E.coli./09.fa.txt_orf01635 Synechocystis./18.fa.txt_orf01873
E.coli./09.fa.txt_orf01636 Synechocystis./18.fa.txt_orf00119_rev
E.coli./09.fa.txt_orf01638 Synechocystis./18.fa.txt_orf02670
E.coli./09.fa.txt_orf01639_rev Synechocystis./18.fa.txt_orf04304
E.coli./09.fa.txt_orf01640_rev Synechocystis./18.fa.txt_orf03745_rev
E.coli./09.fa.txt_orf01642_rev Synechocystis./18.fa.txt_orf03020_rev
E.coli./09.fa.txt_orf01643_rev Synechocystis./18.fa.txt_orf03310
E.coli./09.fa.txt_orf01645_rev Synechocystis./18.fa.txt_orf01707
E.coli./09.fa.txt_orf01646 Synechocystis./18.fa.txt_orf01141_rev
E.coli./09.fa.txt_orf01648 Synechocystis./18.fa.txt_orf01042_rev
E.coli./09.fa.txt_orf01651_rev Synechocystis./18.fa.txt_orf02440
E.coli./09.fa.txt_orf01653_rev Synechocystis./18.fa.txt_orf01698_rev
E.coli./09.fa.txt_orf01654 Synechocystis./18.fa.txt_orf02543_rev
E.coli./09.fa.txt_orf01656_rev Synechocystis./18.fa.txt_orf01589
E.coli./09.fa.txt_orf01658 Synechocystis./18.fa.txt_orf02457
E.coli./09.fa.txt_orf01659 Synechocystis./18.fa.txt_orf04209
E.coli./09.fa.txt_orf01660 Synechocystis./18.fa.txt_orf02350
E.coli./09.fa.txt_orf01661 Synechocystis./18.fa.txt_orf01529
E.coli./09.fa.txt_orf01663_rev Synechocystis./18.fa.txt_orf03968
E.coli./09.fa.txt_orf01664_rev Synechocystis./18.fa.txt_orf01918
E.coli./09.fa.txt_orf01666_rev Synechocystis./18.fa.txt_orf04304
E.coli./09.fa.txt_orf01667_rev Synechocystis./18.fa.txt_orf04642_rev
E.coli./09.fa.txt_orf01668 Synechocystis./18.fa.txt_orf03306
E.coli./09.fa.txt_orf01669_rev Synechocystis./18.fa.txt_orf01315
E.coli./09.fa.txt_orf01672 Synechocystis./18.fa.txt_orf03504
E.coli./09.fa.txt_orf01674 Synechocystis./18.fa.txt_orf00773
E.coli./09.fa.txt_orf01675 Synechocystis./18.fa.txt_orf04096_rev
E.coli./09.fa.txt_orf01676 Synechocystis./18.fa.txt_orf05085
E.coli./09.fa.txt_orf01677 Synechocystis./18.fa.txt_orf05082
E.coli./09.fa.txt_orf01678 Synechocystis./18.fa.txt_orf02036
E.coli./09.fa.txt_orf01680_rev Synechocystis./18.fa.txt_orf05164_rev
E.coli./09.fa.txt_orf01682_rev Synechocystis./18.fa.txt_orf04681
E.coli./09.fa.txt_orf01683 Synechocystis./18.fa.txt_orf02400_rev
E.coli./09.fa.txt_orf01685 Synechocystis./18.fa.txt_orf01632_rev
E.coli./09.fa.txt_orf01686 Synechocystis./18.fa.txt_orf04312_rev
E.coli./09.fa.txt_orf01688_rev Synechocystis./18.fa.txt_orf01102
E.coli./09.fa.txt_orf01689 Synechocystis./18.fa.txt_orf05002
E.coli./09.fa.txt_orf01690 Synechocystis./18.fa.txt_orf00427
E.coli./09.fa.txt_orf01692 Synechocystis./18.fa.txt_orf01546
E.coli./09.fa.txt_orf01694_rev Synechocystis./18.fa.txt_orf02619_rev
E.coli./09.fa.txt_orf01696 Synechocystis./18.fa.txt_orf04270
E.coli./09.fa.txt_orf01697 Synechocystis./18.fa.txt_orf01486_rev
E.coli./09.fa.txt_orf01698 Synechocystis./18.fa.txt_orf02928_rev
E.coli./09.fa.txt_orf01700 Synechocystis./18.fa.txt_orf01945
E.coli./09.fa.txt_orf01701 Synechocystis./18.fa.txt_orf03732
E.coli./09.fa.txt_orf01702 Synechocystis./18.fa.txt_orf02583
E.coli./09.fa.txt_orf01703_rev Synechocystis./18.fa.txt_orf02670
E.coli./09.fa.txt_orf01704_rev Synechocystis./18.fa.txt_orf04545
E.coli./09.fa.txt_orf01705 Synechocystis./18.fa.txt_orf00090_rev
E.coli./09.fa.txt_orf01706 Synechocystis./18.fa.txt_orf02888
E.coli./09.fa.txt_orf01707_rev Synechocystis./18.fa.txt_orf01303_rev
E.coli./09.fa.txt_orf01709_rev Synechocystis./18.fa.txt_orf01024
E.coli./09.fa.txt_orf01711_rev Synechocystis./18.fa.txt_orf00329_rev
E.coli./09.fa.txt_orf01712_rev Synechocystis./18.fa.txt_orf03243
E.coli./09.fa.txt_orf01715_rev Synechocystis./18.fa.txt_orf05177_rev
E.coli./09.fa.txt_orf01717_rev Synechocystis./18.fa.txt_orf02406_rev
E.coli./09.fa.txt_orf01718 Synechocystis./18.fa.txt_orf03306
E.coli./09.fa.txt_orf01720_rev Synechocystis./18.fa.txt_orf04729_rev
E.coli./09.fa.txt_orf01721_rev Synechocystis./18.fa.txt_orf01377_rev
E.coli./09.fa.txt_orf01722 Synechocystis./18.fa.txt_orf00601_rev
E.coli./09.fa.txt_orf01723_rev Synechocystis./18.fa.txt_orf01319
E.coli./09.fa.txt_orf01724_rev Synechocystis./18.fa.txt_orf05016
E.coli./09.fa.txt_orf01725_rev Synechocystis./18.fa.txt_orf04270
E.coli./09.fa.txt_orf01726_rev Synechocystis./18.fa.txt_orf03178
E.coli./09.fa.txt_orf01728_rev Synechocystis./18.fa.txt_orf02748_rev
E.coli./09.fa.txt_orf01729_rev Synechocystis./18.fa.txt_orf03748
E.coli./09.fa.txt_orf01730_rev Synechocystis./18.fa.txt_orf01133_rev
E.coli./09.fa.txt_orf01731 Synechocystis./18.fa.txt_orf04111_rev
E.coli./09.fa.txt_orf01732 Synechocystis./18.fa.txt_orf00262
E.coli./09.fa.txt_orf01733 Synechocystis./18.fa.txt_orf04236
E.coli./09.fa.txt_orf01734 Synechocystis./18.fa.txt_orf02902_rev
E.coli./09.fa.txt_orf01736 Synechocystis./18.fa.txt_orf02363_rev
E.coli./09.fa.txt_orf01737 Synechocystis./18.fa.txt_orf01519_rev
E.coli./09.fa.txt_orf01738 Synechocystis./18.fa.txt_orf04325_rev
E.coli./09.fa.txt_orf01739 Synechocystis./18.fa.txt_orf01837_rev
E.coli./09.fa.txt_orf01740 Synechocystis./18.fa.txt_orf04454
E.coli./09.fa.txt_orf01742 Synechocystis./18.fa.txt_orf04038_rev
E.coli./09.fa.txt_orf01743 Synechocystis./18.fa.txt_orf04325_rev
E.coli./09.fa.txt_orf01746 Synechocystis./18.fa.txt_orf01702
E.coli./09.fa.txt_orf01747 Synechocystis./18.fa.txt_orf03894
E.coli./09.fa.txt_orf01748 Synechocystis./18.fa.txt_orf03933_rev
E.coli./09.fa.txt_orf01749 Synechocystis./18.fa.txt_orf01510
E.coli./09.fa.txt_orf01750 Synechocystis./18.fa.txt_orf00344
E.coli./09.fa.txt_orf01751 Synechocystis./18.fa.txt_orf00786_rev
E.coli./09.fa.txt_orf01754 Synechocystis./18.fa.txt_orf05026_rev
E.coli./09.fa.txt_orf01756 Synechocystis./18.fa.txt_orf01365_rev
E.coli./09.fa.txt_orf01757 Synechocystis./18.fa.txt_orf02562
E.coli./09.fa.txt_orf01758 Synechocystis./18.fa.txt_orf05019_rev
E.coli./09.fa.txt_orf01760 Synechocystis./18.fa.txt_orf04006
E.coli./09.fa.txt_orf01761 Synechocystis./18.fa.txt_orf01889_rev
E.coli./09.fa.txt_orf01762 Synechocystis./18.fa.txt_orf01775_rev
E.coli./09.fa.txt_orf01764 Synechocystis./18.fa.txt_orf04506_rev
E.coli./09.fa.txt_orf01766 Synechocystis./18.fa.txt_orf04866_rev
E.coli./09.fa.txt_orf01767 Synechocystis./18.fa.txt_orf04276_rev
E.coli./09.fa.txt_orf01769 Synechocystis./18.fa.txt_orf02457
E.coli./09.fa.txt_orf01770 Synechocystis./18.fa.txt_orf01079_rev
E.coli./09.fa.txt_orf01771 Synechocystis./18.fa.txt_orf03447
E.coli./09.fa.txt_orf01773 Synechocystis./18.fa.txt_orf01359_rev
E.coli./09.fa.txt_orf01775_rev Synechocystis./18.fa.txt_orf00474_rev
E.coli./09.fa.txt_orf01776_rev Synechocystis./18.fa.txt_orf05003_rev
E.coli./09.fa.txt_orf01777_rev Synechocystis./18.fa.txt_orf03370_rev
E.coli./09.fa.txt_orf01779_rev Synechocystis./18.fa.txt_orf00408_rev
E.coli./09.fa.txt_orf01780 Synechocystis./18.fa.txt_orf03795_rev
E.coli./09.fa.txt_orf01782_rev Synechocystis./18.fa.txt_orf04449
E.coli./09.fa.txt_orf01784 Synechocystis./18.fa.txt_orf05117_rev
E.coli./09.fa.txt_orf01785 Synechocystis./18.fa.txt_orf02692
E.coli./09.fa.txt_orf01786 Synechocystis./18.fa.txt_orf03707_rev
E.coli./09.fa.txt_orf01788 Synechocystis./18.fa.txt_orf03513
E.coli./09.fa.txt_orf01791 Synechocystis./18.fa.txt_orf00141
E.coli./09.fa.txt_orf01792 Synechocystis./18.fa.txt_orf02254_rev
E.coli./09.fa.txt_orf01793_rev Synechocystis./18.fa.txt_orf00342
E.coli./09.fa.txt_orf01794_rev Synechocystis./18.fa.txt_orf02903_rev
E.coli./09.fa.txt_orf01795_rev Synechocystis./18.fa.txt_orf04038_rev
E.coli./09.fa.txt_orf01796 Synechocystis./18.fa.txt_orf05149_rev
E.coli./09.fa.txt_orf01797 Synechocystis./18.fa.txt_orf05212_rev
E.coli./09.fa.txt_orf01798 Synechocystis./18.fa.txt_orf05011
E.coli./09.fa.txt_orf01799 Synechocystis./18.fa.txt_orf04068_rev
E.coli./09.fa.txt_orf01800_rev Synechocystis./18.fa.txt_orf01752_rev
E.coli./09.fa.txt_orf01801_rev Synechocystis./18.fa.txt_orf01039_rev
E.coli./09.fa.txt_orf01802_rev Synechocystis./18.fa.txt_orf01523_rev
E.coli./09.fa.txt_orf01803 Synechocystis./18.fa.txt_orf05020_rev
E.coli./09.fa.txt_orf01804_rev Synechocystis./18.fa.txt_orf00627_rev
E.coli./09.fa.txt_orf01805_rev Synechocystis./18.fa.txt_orf02538
E.coli./09.fa.txt_orf01806 Synechocystis./18.fa.txt_orf03239
E.coli./09.fa.txt_orf01807_rev Synechocystis./18.fa.txt_orf03567
E.coli./09.fa.txt_orf01808_rev Synechocystis./18.fa.txt_orf04348_rev
E.coli./09.fa.txt_orf01809_rev Synechocystis./18.fa.txt_orf00249
E.coli./09.fa.txt_orf01812_rev Synechocystis./18.fa.txt_orf00429
E.coli./09.fa.txt_orf01813_rev Synechocystis./18.fa.txt_orf02337
E.coli./09.fa.txt_orf01814_rev Synechocystis./18.fa.txt_orf03470
E.coli./09.fa.txt_orf01815_rev Synechocystis./18.fa.txt_orf05166
E.coli./09.fa.txt_orf01816_rev Synechocystis./18.fa.txt_orf01039_rev
E.coli./09.fa.txt_orf01818 Synechocystis./18.fa.txt_orf00038
E.coli./09.fa.txt_orf01819 Synechocystis./18.fa.txt_orf01253_rev
E.coli./09.fa.txt_orf01821 Synechocystis./18.fa.txt_orf03862
E.coli./09.fa.txt_orf01822 Synechocystis./18.fa.txt_orf01766
E.coli./09.fa.txt_orf01824_rev Synechocystis./18.fa.txt_orf02691
E.coli./09.fa.txt_orf01825_rev Synechocystis./18.fa.txt_orf01535_rev
E.coli./09.fa.txt_orf01828_rev Synechocystis./18.fa.txt_orf05179
E.coli./09.fa.txt_orf01830 Synechocystis./18.fa.txt_orf04708
E.coli./09.fa.txt_orf01831 Synechocystis./18.fa.txt_orf00698_rev
E.coli./09.fa.txt_orf01832 Synechocystis./18.fa.txt_orf04264
E.coli./09.fa.txt_orf01833 Synechocystis./18.fa.txt_orf01094
E.coli./09.fa.txt_orf01834 Synechocystis./18.fa.txt_orf02530
E.coli./09.fa.txt_orf01835 Synechocystis./18.fa.txt_orf03557_rev
E.coli./09.fa.txt_orf01838 Synechocystis./18.fa.txt_orf00366
E.coli./09.fa.txt_orf01839 Synechocystis./18.fa.txt_orf00985
E.coli./09.fa.txt_orf01840 Synechocystis./18.fa.txt_orf01790
E.coli./09.fa.txt_orf01841 Synechocystis./18.fa.txt_orf02810
E.coli./09.fa.txt_orf01842 Synechocystis./18.fa.txt_orf00349_rev
E.coli./09.fa.txt_orf01845_rev Synechocystis./18.fa.txt_orf03308_rev
E.coli./09.fa.txt_orf01848 Synechocystis./18.fa.txt_orf00847_rev
E.coli./09.fa.txt_orf01850 Synechocystis./18.fa.txt_orf02748_rev
E.coli./09.fa.txt_orf01851_rev Synechocystis./18.fa.txt_orf00517
E.coli./09.fa.txt_orf01852 Synechocystis./18.fa.txt_orf02010_rev
E.coli./09.fa.txt_orf01853 Synechocystis./18.fa.txt_orf02699
E.coli./09.fa.txt_orf01854 Synechocystis./18.fa.txt_orf02386_rev
E.coli./09.fa.txt_orf01857 Synechocystis./18.fa.txt_orf02384_rev
E.coli./09.fa.txt_orf01859 Synechocystis./18.fa.txt_orf02908
E.coli./09.fa.txt_orf01860 Synechocystis./18.fa.txt_orf00837_rev
E.coli./09.fa.txt_orf01861 Synechocystis./18.fa.txt_orf03914_rev
E.coli./09.fa.txt_orf01862 Synechocystis./18.fa.txt_orf03913_rev
E.coli./09.fa.txt_orf01863 Synechocystis./18.fa.txt_orf00836_rev
E.coli./09.fa.txt_orf01864 Synechocystis./18.fa.txt_orf04367_rev
E.coli./09.fa.txt_orf01865 Synechocystis./18.fa.txt_orf00986
E.coli./09.fa.txt_orf01866 Synechocystis./18.fa.txt_orf03842
E.coli./09.fa.txt_orf01867 Synechocystis./18.fa.txt_orf04066_rev
E.coli./09.fa.txt_orf01868 Synechocystis./18.fa.txt_orf00760_rev
E.coli./09.fa.txt_orf01870_rev Synechocystis./18.fa.txt_orf01702
E.coli./09.fa.txt_orf01872 Synechocystis./18.fa.txt_orf05232_rev
E.coli./09.fa.txt_orf01873 Synechocystis./18.fa.txt_orf02793_rev
E.coli./09.fa.txt_orf01874 Synechocystis./18.fa.txt_orf02270_rev
E.coli./09.fa.txt_orf01875 Synechocystis./18.fa.txt_orf04063_rev
E.coli./09.fa.txt_orf01876 Synechocystis./18.fa.txt_orf04198
E.coli./09.fa.txt_orf01877 Synechocystis./18.fa.txt_orf04293_rev
E.coli./09.fa.txt_orf01879 Synechocystis./18.fa.txt_orf03697_rev
E.coli./09.fa.txt_orf01880 Synechocystis./18.fa.txt_orf01154_rev
E.coli./09.fa.txt_orf01881_rev Synechocystis./18.fa.txt_orf03237
E.coli./09.fa.txt_orf01882 Synechocystis./18.fa.txt_orf03697_rev
E.coli./09.fa.txt_orf01883_rev Synechocystis./18.fa.txt_orf02579
E.coli./09.fa.txt_orf01886_rev Synechocystis./18.fa.txt_orf01685_rev
E.coli./09.fa.txt_orf01887_rev Synechocystis./18.fa.txt_orf01497
E.coli./09.fa.txt_orf01888 Synechocystis./18.fa.txt_orf04538
E.coli./09.fa.txt_orf01889 Synechocystis./18.fa.txt_orf00700
E.coli./09.fa.txt_orf01891 Synechocystis./18.fa.txt_orf04538
E.coli./09.fa.txt_orf01892 Synechocystis./18.fa.txt_orf03972_rev
E.coli./09.fa.txt_orf01893 Synechocystis./18.fa.txt_orf00418
E.coli./09.fa.txt_orf01894_rev Synechocystis./18.fa.txt_orf00331_rev
E.coli./09.fa.txt_orf01895_rev Synechocystis./18.fa.txt_orf01787
E.coli./09.fa.txt_orf01896_rev Synechocystis./18.fa.txt_orf01319
E.coli./09.fa.txt_orf01897_rev Synechocystis./18.fa.txt_orf02617_rev
E.coli./09.fa.txt_orf01898_rev Synechocystis./18.fa.txt_orf04800
E.coli./09.fa.txt_orf01899_rev Synechocystis./18.fa.txt_orf04802
E.coli./09.fa.txt_orf01900_rev Synechocystis./18.fa.txt_orf04042_rev
E.coli./09.fa.txt_orf01901 Synechocystis./18.fa.txt_orf05179
E.coli./09.fa.txt_orf01902_rev Synechocystis./18.fa.txt_orf00405_rev
E.coli./09.fa.txt_orf01903_rev Synechocystis./18.fa.txt_orf05175
E.coli./09.fa.txt_orf01904_rev Synechocystis./18.fa.txt_orf00724
E.coli./09.fa.txt_orf01907_rev Synechocystis./18.fa.txt_orf01249_rev
E.coli./09.fa.txt_orf01908_rev Synechocystis./18.fa.txt_orf01702
E.coli./09.fa.txt_orf01910_rev Synechocystis./18.fa.txt_orf00482_rev
E.coli./09.fa.txt_orf01911_rev Synechocystis./18.fa.txt_orf05268
E.coli./09.fa.txt_orf01912_rev Synechocystis./18.fa.txt_orf01045_rev
E.coli./09.fa.txt_orf01915 Synechocystis./18.fa.txt_orf00601_rev
E.coli./09.fa.txt_orf01917_rev Synechocystis./18.fa.txt_orf01231_rev
E.coli./09.fa.txt_orf01918_rev Synechocystis./18.fa.txt_orf00591_rev
E.coli./09.fa.txt_orf01920_rev Synechocystis./18.fa.txt_orf01948_rev
E.coli./09.fa.txt_orf01921 Synechocystis./18.fa.txt_orf03756_rev
E.coli./09.fa.txt_orf01922 Synechocystis./18.fa.txt_orf04163_rev
E.coli./09.fa.txt_orf01923 Synechocystis./18.fa.txt_orf03038_rev
E.coli./09.fa.txt_orf01924 Synechocystis./18.fa.txt_orf00129_rev
E.coli./09.fa.txt_orf01926 Synechocystis./18.fa.txt_orf02695
E.coli./09.fa.txt_orf01927 Synechocystis./18.fa.txt_orf00867_rev
E.coli./09.fa.txt_orf01929 Synechocystis./18.fa.txt_orf02343
E.coli./09.fa.txt_orf01930_rev Synechocystis./18.fa.txt_orf04242
E.coli./09.fa.txt_orf01931_rev Synechocystis./18.fa.txt_orf03922_rev
E.coli./09.fa.txt_orf01932_rev Synechocystis./18.fa.txt_orf01741
E.coli./09.fa.txt_orf01933 Synechocystis./18.fa.txt_orf00594_rev
E.coli./09.fa.txt_orf01934 Synechocystis./18.fa.txt_orf04359
E.coli./09.fa.txt_orf01936_rev Synechocystis./18.fa.txt_orf04427
E.coli./09.fa.txt_orf01937_rev Synechocystis./18.fa.txt_orf04426
E.coli./09.fa.txt_orf01938_rev Synechocystis./18.fa.txt_orf04425
E.coli./09.fa.txt_orf01939 Synechocystis./18.fa.txt_orf02618_rev
E.coli./09.fa.txt_orf01940_rev Synechocystis./18.fa.txt_orf00572_rev
E.coli./09.fa.txt_orf01941 Synechocystis./18.fa.txt_orf00895
E.coli./09.fa.txt_orf01943 Synechocystis./18.fa.txt_orf04383
E.coli./09.fa.txt_orf01944 Synechocystis./18.fa.txt_orf03988_rev
E.coli./09.fa.txt_orf01945_rev Synechocystis./18.fa.txt_orf00906_rev
E.coli./09.fa.txt_orf01947_rev Synechocystis./18.fa.txt_orf02802
E.coli./09.fa.txt_orf01948_rev Synechocystis./18.fa.txt_orf00294_rev
E.coli./09.fa.txt_orf01949 Synechocystis./18.fa.txt_orf03089_rev
E.coli./09.fa.txt_orf01950 Synechocystis./18.fa.txt_orf03191_rev
E.coli./09.fa.txt_orf01951_rev Synechocystis./18.fa.txt_orf01632_rev
E.coli./09.fa.txt_orf01952_rev Synechocystis./18.fa.txt_orf01966
E.coli./09.fa.txt_orf01953 Synechocystis./18.fa.txt_orf02006
E.coli./09.fa.txt_orf01954_rev Synechocystis./18.fa.txt_orf00624_rev
E.coli./09.fa.txt_orf01955 Synechocystis./18.fa.txt_orf02867
E.coli./09.fa.txt_orf01956 Synechocystis./18.fa.txt_orf01246
E.coli./09.fa.txt_orf01957 Synechocystis./18.fa.txt_orf00093_rev
E.coli./09.fa.txt_orf01959_rev Synechocystis./18.fa.txt_orf03184_rev
E.coli./09.fa.txt_orf01960_rev Synechocystis./18.fa.txt_orf01194_rev
E.coli./09.fa.txt_orf01961 Synechocystis./18.fa.txt_orf00971
E.coli./09.fa.txt_orf01962_rev Synechocystis./18.fa.txt_orf00298_rev
E.coli./09.fa.txt_orf01963 Synechocystis./18.fa.txt_orf04134_rev
E.coli./09.fa.txt_orf01965 Synechocystis./18.fa.txt_orf03565_rev
E.coli./09.fa.txt_orf01967_rev Synechocystis./18.fa.txt_orf05076_rev
E.coli./09.fa.txt_orf01969_rev Synechocystis./18.fa.txt_orf01022
E.coli./09.fa.txt_orf01970_rev Synechocystis./18.fa.txt_orf04550_rev
E.coli./09.fa.txt_orf01971_rev Synechocystis./18.fa.txt_orf01004
E.coli./09.fa.txt_orf01972 Synechocystis./18.fa.txt_orf02523
E.coli./09.fa.txt_orf01973_rev Synechocystis./18.fa.txt_orf02270_rev
E.coli./09.fa.txt_orf01974 Synechocystis./18.fa.txt_orf05282
E.coli./09.fa.txt_orf01975_rev Synechocystis./18.fa.txt_orf02811_rev
E.coli./09.fa.txt_orf01977_rev Synechocystis./18.fa.txt_orf03178
E.coli./09.fa.txt_orf01978 Synechocystis./18.fa.txt_orf02383
E.coli./09.fa.txt_orf01980_rev Synechocystis./18.fa.txt_orf03475
E.coli./09.fa.txt_orf01982_rev Synechocystis./18.fa.txt_orf01171
E.coli./09.fa.txt_orf01984_rev Synechocystis./18.fa.txt_orf05263
